image,composition,echogenicity,margins,calcifications,tirads
154_1.jpg,predominantly solid,isoechogenicity,ill defined,microcalcifications,4b
155_1.jpg,solid,hypoechogenicity,microlobulated,microcalcifications,4c
156_1.jpg,solid,isoechogenicity,ill defined,microcalcifications,4c
156_2.jpg,solid,isoechogenicity,ill defined,microcalcifications,4c
16_1.jpg,spongiform,isoechogenicity,well defined,non,3
160_1.jpg,solid,hyperechogenicity,well defined,non,2
162_1.jpg,solid,hypoechogenicity,ill defined,non,4c
164_1.jpg,solid,isoechogenicity,well defined,microcalcifications,4b
166_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
167_1.jpg,dense,isoechogenicity,well defined,microcalcifications,4b
168_1.jpg,solid,marked hypoechogenicity,microlobulated,microcalcifications,4c
17_1.jpg,solid,hypoechogenicity,well defined,microcalcifications,2
170_1.jpg,predominantly solid,isoechogenicity,well defined,microcalcifications,4a
171_1.jpg,solid,hyperechogenicity,well defined,macrocalcifications,4b
172_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
174_1.jpg,predominantly cystic,isoechogenicity,well defined,microcalcifications,4a
176_1.jpg,spongiform,hyperechogenicity,well defined,macrocalcifications,4b
177_1.jpg,solid,hypoechogenicity,well defined,macrocalcifications,4c
177_2.jpg,solid,hypoechogenicity,well defined,macrocalcifications,4c
178_1.jpg,solid,hypoechogenicity,well defined,non,4a
179_1.jpg,solid,isoechogenicity,well defined,microcalcifications,4b
18_1.jpg,solid,hypoechogenicity,well defined,non,4a
180_1.jpg,solid,hypoechogenicity,spiculated,macrocalcifications,5
184_1.jpg,spongiform,hyperechogenicity,well defined,microcalcifications,4a
185_1.jpg,solid,hyperechogenicity,well defined,non,4a
186_1.jpg,solid,hypoechogenicity,spiculated,microcalcifications,5
187_1.jpg,solid,hyperechogenicity,well defined,microcalcifications,4b
19_1.jpg,solid,marked hypoechogenicity,well defined,macrocalcifications,5
190_1.jpg,solid,hyperechogenicity,ill defined,non,2
192_1.jpg,solid,isoechogenicity,well defined,microcalcifications,4b
193_1.jpg,solid,hypoechogenicity,ill defined,microcalcifications,2
194_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
195_1.jpg,solid,hyperechogenicity,well defined,microcalcifications,4b
197_1.jpg,predominantly cystic,isoechogenicity,well defined,non,4a
198_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
198_2.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
2_1.jpg,solid,hyperechogenicity,well defined,non,2
20_1.jpg,solid,hypoechogenicity,microlobulated,non,4b
201_1.jpg,solid,hypoechogenicity,well defined,microcalcifications,4c
202_1.jpg,predominantly solid,hypoechogenicity,well defined,macrocalcifications,4c
203_1.jpg,solid,hypoechogenicity,well defined,non,4b
204_1.jpg,solid,hyperechogenicity,well defined,non,2
205_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
206_1.jpg,solid,hypoechogenicity,spiculated,macrocalcifications,4c
207_1.jpg,dense,marked hypoechogenicity,well defined,macrocalcifications,5
209_1.jpg,predominantly solid,hypoechogenicity,macrolobulated,macrocalcifications,4a
209_2.jpg,predominantly solid,hypoechogenicity,macrolobulated,macrocalcifications,4a
21_1.jpg,solid,hyperechogenicity,well defined,microcalcifications,4a
211_1.jpg,predominantly solid,hypoechogenicity,ill defined,macrocalcifications,5
212_1.jpg,predominantly cystic,isoechogenicity,well defined,microcalcifications,4a
214_1.jpg,predominantly solid,isoechogenicity,well defined,microcalcifications,4b
215_1.jpg,solid,isoechogenicity,ill defined,macrocalcifications,4c
216_1.jpg,solid,hypoechogenicity,well defined,microcalcifications,4c
217_1.jpg,solid,hypoechogenicity,well defined,microcalcifications,4c
219_1.jpg,predominantly solid,isoechogenicity,well defined,microcalcifications,4b
22_1.jpg,solid,hyperechogenicity,well defined,non,2
220_1.jpg,solid,hypoechogenicity,ill defined,macrocalcifications,5
221_1.jpg,predominantly cystic,isoechogenicity,well defined,microcalcifications,4b
224_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
225_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
225_2.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
227_1.jpg,solid,hypoechogenicity,spiculated,macrocalcifications,5
227_2.jpg,solid,hypoechogenicity,spiculated,macrocalcifications,5
228_1.jpg,dense,hypoechogenicity,well defined,microcalcifications,4c
23_1.jpg,solid,hyperechogenicity,well defined,non,4a
231_1.jpg,solid,isoechogenicity,macrolobulated,non,4a
236_1.jpg,solid,isoechogenicity,well defined,macrocalcifications,4c
24_1.jpg,solid,hyperechogenicity,well defined,microcalcifications,4b
242_1.jpg,solid,isoechogenicity,well defined,macrocalcifications,4b
243_1.jpg,solid,hypoechogenicity,microlobulated,non,4c
244_1.jpg,solid,hypoechogenicity,well defined,microcalcifications,4c
246_1.jpg,solid,marked hypoechogenicity,spiculated,microcalcifications,5
247_1.jpg,solid,hyperechogenicity,ill defined,non,2
248_1.jpg,solid,hyperechogenicity,well defined,microcalcifications,4a
25_1.jpg,solid,hyperechogenicity,well defined,non,3
251_1.jpg,solid,hyperechogenicity,well defined,microcalcifications,4b
252_1.jpg,dense,hypoechogenicity,spiculated,microcalcifications,5
255_1.jpg,solid,isoechogenicity,well defined,non,4a
257_1.jpg,solid,hyperechogenicity,well defined,non,4a
258_1.jpg,solid,hypoechogenicity,well defined,macrocalcifications,4c
259_1.jpg,predominantly solid,isoechogenicity,well defined,microcalcifications,4a
26_1.jpg,solid,hypoechogenicity,well defined,microcalcifications,4a
261_1.jpg,solid,isoechogenicity,well defined,macrocalcifications,4b
263_1.jpg,predominantly solid,isoechogenicity,well defined,macrocalcifications,4b
264_1.jpg,solid,isoechogenicity,well defined,microcalcifications,4b
265_1.jpg,predominantly cystic,isoechogenicity,well defined,macrocalcifications,4b
267_1.jpg,predominantly solid,hypoechogenicity,well defined,microcalcifications,4b
268_1.jpg,predominantly solid,isoechogenicity,well defined,microcalcifications,4a
269_1.jpg,predominantly solid,isoechogenicity,well defined,microcalcifications,4b
27_1.jpg,solid,hypoechogenicity,well defined,microcalcifications,4b
270_1.jpg,solid,hyperechogenicity,well defined,non,2
271_1.jpg,solid,hypoechogenicity,well defined,macrocalcifications,4c
272_1.jpg,predominantly cystic,isoechogenicity,well defined,microcalcifications,4a
275_1.jpg,predominantly solid,isoechogenicity,macrolobulated,microcalcifications,4b
277_1.jpg,solid,hypoechogenicity,well defined,macrocalcifications,4b
278_1.jpg,predominantly solid,isoechogenicity,well defined,microcalcifications,4a
279_1.jpg,cystic,isoechogenicity,well defined,microcalcifications,4b
28_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4b
281_1.jpg,solid,marked hypoechogenicity,microlobulated,microcalcifications,4c
282_1.jpg,predominantly solid,hypoechogenicity,well defined,microcalcifications,4c
283_1.jpg,solid,isoechogenicity,well defined,microcalcifications,4a
284_1.jpg,solid,isoechogenicity,well defined,microcalcifications,4b
285_1.jpg,solid,hyperechogenicity,well defined,microcalcifications,2
286_1.jpg,solid,isoechogenicity,well defined,microcalcifications,4b
29_1.jpg,solid,marked hypoechogenicity,ill defined,microcalcifications,5
3_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
30_1.jpg,solid,marked hypoechogenicity,ill defined,microcalcifications,4c
31_1.jpg,solid,hyperechogenicity,well defined,non,3
32_1.jpg,solid,hyperechogenicity,well defined,non,4a
33_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
34_1.jpg,solid,hypoechogenicity,spiculated,microcalcifications,4c
35_1.jpg,solid,hypoechogenicity,well defined,microcalcifications,4b
36_1.jpg,dense,hypoechogenicity,spiculated,microcalcifications,5
38_1.jpg,spongiform,hypoechogenicity,well defined,microcalcifications,4b
383_1.jpg,predominantly solid,marked hypoechogenicity,microlobulated,macrocalcifications,4c
39_1.jpg,cystic,isoechogenicity,well defined,microcalcifications,4a
4_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
40_1.jpg,solid,isoechogenicity,ill defined,macrocalcifications,4a
41_1.jpg,solid,hypoechogenicity,well defined,microcalcifications,4b
42_1.jpg,solid,isoechogenicity,well defined,macrocalcifications,4b
43_1.jpg,dense,hypoechogenicity,well defined,microcalcifications,4c
44_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
45_1.jpg,solid,hypoechogenicity,well defined,macrocalcifications,4b
46_1.jpg,dense,hypoechogenicity,spiculated,microcalcifications,5
47_1.jpg,solid,hypoechogenicity,well defined,non,4a
49_1.jpg,predominantly cystic,hypoechogenicity,well defined,microcalcifications,4a
5_1.jpg,solid,hypoechogenicity,ill defined,microcalcifications,5
50_1.jpg,predominantly solid,hyperechogenicity,well defined,microcalcifications,4a
51_1.jpg,solid,hyperechogenicity,well defined,non,2
52_1.jpg,solid,hyperechogenicity,well defined,microcalcifications,4a
53_1.jpg,dense,hypoechogenicity,ill defined,microcalcifications,4c
54_1.jpg,dense,hypoechogenicity,well defined,microcalcifications,4c
55_1.jpg,solid,hypoechogenicity,ill defined,microcalcifications,4b
56_1.jpg,predominantly solid,hypoechogenicity,spiculated,microcalcifications,5
57_1.jpg,spongiform,hypoechogenicity,well defined,macrocalcifications,4b
6_1.jpg,spongiform,isoechogenicity,ill defined,microcalcifications,4b
61_1.jpg,solid,hyperechogenicity,well defined,non,2
65_1.jpg,predominantly solid,isoechogenicity,well defined,macrocalcifications,4a
65_2.jpg,predominantly solid,isoechogenicity,well defined,macrocalcifications,4a
66_1.jpg,solid,marked hypoechogenicity,well defined,non,2
67_1.jpg,solid,marked hypoechogenicity,well defined,non,4b
68_1.jpg,predominantly solid,isoechogenicity,ill defined,macrocalcifications,4b
7_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
70_1.jpg,predominantly solid,isoechogenicity,ill defined,non,4a
73_1.jpg,solid,isoechogenicity,well defined,microcalcifications,4b
74_1.jpg,solid,hypoechogenicity,ill defined,microcalcifications,4c
76_1.jpg,predominantly solid,isoechogenicity,well defined,microcalcifications,4a
78_1.jpg,predominantly cystic,isoechogenicity,well defined,microcalcifications,4b
79_1.jpg,solid,hypoechogenicity,spiculated,non,4b
8_1.jpg,dense,hypoechogenicity,well defined,non,4c
80_1.jpg,solid,marked hypoechogenicity,macrolobulated,macrocalcifications,5
80_2.jpg,solid,marked hypoechogenicity,macrolobulated,macrocalcifications,5
81_1.jpg,solid,hypoechogenicity,spiculated,microcalcifications,5
81_2.jpg,solid,hypoechogenicity,spiculated,microcalcifications,5
82_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
83_1.jpg,spongiform,isoechogenicity,well defined,microcalcifications,4a
85_1.jpg,solid,marked hypoechogenicity,ill defined,non,5
85_2.jpg,solid,marked hypoechogenicity,ill defined,non,5
86_1.jpg,predominantly cystic,isoechogenicity,well defined,non,4a
88_1.jpg,predominantly cystic,isoechogenicity,well defined,microcalcifications,4a
88_2.jpg,predominantly cystic,isoechogenicity,well defined,microcalcifications,4a
89_1.jpg,solid,isoechogenicity,well defined,microcalcifications,4b
9_1.jpg,predominantly solid,hyperechogenicity,well defined,non,4b
90_1.jpg,predominantly solid,isoechogenicity,well defined,non,4b
90_2.jpg,predominantly solid,isoechogenicity,well defined,non,4b
91_1.jpg,solid,hypoechogenicity,well defined,microcalcifications,4c
93_1.jpg,solid,hyperechogenicity,well defined,microcalcifications,4a
93_2.jpg,solid,hyperechogenicity,well defined,microcalcifications,4a
94_1.jpg,solid,isoechogenicity,well defined,non,4a
95_1.jpg,solid,isoechogenicity,well defined,microcalcifications,4a
98_1.jpg,solid,hyperechogenicity,well defined,non,4a
